threshold,total_count,answered_count,abstained_count,missing_confidence_count,coverage,accuracy_answered,error_rate_answered,macro_f1_answered,prediction_counts_answered,confusion_answered
0.0,60,59,1,1,0.9833333333333333,0.4576271186440678,0.5423728813559322,0.40376126605634804,"{'yes': 16, 'maybe': 41, 'no': 2}","{'yes': {'yes': 11, 'no': 0, 'maybe': 8, 'unknown': 0}, 'no': {'yes': 1, 'no': 1, 'maybe': 18, 'unknown': 0}, 'maybe': {'yes': 4, 'no': 1, 'maybe': 15, 'unknown': 0}}"
0.1,60,59,1,1,0.9833333333333333,0.4576271186440678,0.5423728813559322,0.40376126605634804,"{'yes': 16, 'maybe': 41, 'no': 2}","{'yes': {'yes': 11, 'no': 0, 'maybe': 8, 'unknown': 0}, 'no': {'yes': 1, 'no': 1, 'maybe': 18, 'unknown': 0}, 'maybe': {'yes': 4, 'no': 1, 'maybe': 15, 'unknown': 0}}"
0.2,60,59,1,1,0.9833333333333333,0.4576271186440678,0.5423728813559322,0.40376126605634804,"{'yes': 16, 'maybe': 41, 'no': 2}","{'yes': {'yes': 11, 'no': 0, 'maybe': 8, 'unknown': 0}, 'no': {'yes': 1, 'no': 1, 'maybe': 18, 'unknown': 0}, 'maybe': {'yes': 4, 'no': 1, 'maybe': 15, 'unknown': 0}}"
0.3,60,59,1,1,0.9833333333333333,0.4576271186440678,0.5423728813559322,0.40376126605634804,"{'yes': 16, 'maybe': 41, 'no': 2}","{'yes': {'yes': 11, 'no': 0, 'maybe': 8, 'unknown': 0}, 'no': {'yes': 1, 'no': 1, 'maybe': 18, 'unknown': 0}, 'maybe': {'yes': 4, 'no': 1, 'maybe': 15, 'unknown': 0}}"
0.4,60,59,1,1,0.9833333333333333,0.4576271186440678,0.5423728813559322,0.40376126605634804,"{'yes': 16, 'maybe': 41, 'no': 2}","{'yes': {'yes': 11, 'no': 0, 'maybe': 8, 'unknown': 0}, 'no': {'yes': 1, 'no': 1, 'maybe': 18, 'unknown': 0}, 'maybe': {'yes': 4, 'no': 1, 'maybe': 15, 'unknown': 0}}"
0.5,60,59,1,1,0.9833333333333333,0.4576271186440678,0.5423728813559322,0.40376126605634804,"{'yes': 16, 'maybe': 41, 'no': 2}","{'yes': {'yes': 11, 'no': 0, 'maybe': 8, 'unknown': 0}, 'no': {'yes': 1, 'no': 1, 'maybe': 18, 'unknown': 0}, 'maybe': {'yes': 4, 'no': 1, 'maybe': 15, 'unknown': 0}}"
0.6,60,58,2,1,0.9666666666666667,0.46551724137931033,0.5344827586206897,0.407936507936508,"{'yes': 16, 'maybe': 40, 'no': 2}","{'yes': {'yes': 11, 'no': 0, 'maybe': 8, 'unknown': 0}, 'no': {'yes': 1, 'no': 1, 'maybe': 17, 'unknown': 0}, 'maybe': {'yes': 4, 'no': 1, 'maybe': 15, 'unknown': 0}}"
0.7,60,27,33,1,0.45,0.5925925925925926,0.40740740740740744,0.5037037037037037,"{'yes': 16, 'maybe': 9, 'no': 2}","{'yes': {'yes': 11, 'no': 0, 'maybe': 3, 'unknown': 0}, 'no': {'yes': 1, 'no': 1, 'maybe': 2, 'unknown': 0}, 'maybe': {'yes': 4, 'no': 1, 'maybe': 4, 'unknown': 0}}"
0.8,60,18,42,1,0.3,0.6666666666666666,0.33333333333333337,0.4382716049382716,"{'yes': 16, 'no': 2}","{'yes': {'yes': 11, 'no': 0, 'maybe': 0, 'unknown': 0}, 'no': {'yes': 1, 'no': 1, 'maybe': 0, 'unknown': 0}, 'maybe': {'yes': 4, 'no': 1, 'maybe': 0, 'unknown': 0}}"
0.9,60,16,44,1,0.26666666666666666,0.6875,0.3125,0.5,"{'yes': 14, 'no': 2}","{'yes': {'yes': 10, 'no': 0, 'maybe': 0, 'unknown': 0}, 'no': {'yes': 0, 'no': 1, 'maybe': 0, 'unknown': 0}, 'maybe': {'yes': 4, 'no': 1, 'maybe': 0, 'unknown': 0}}"
1.0,60,2,58,1,0.03333333333333333,0.5,0.5,0.3333333333333333,"{'yes': 1, 'no': 1}","{'yes': {'yes': 1, 'no': 0, 'maybe': 0, 'unknown': 0}, 'no': {'yes': 0, 'no': 0, 'maybe': 0, 'unknown': 0}, 'maybe': {'yes': 0, 'no': 1, 'maybe': 0, 'unknown': 0}}"
