threshold,total_count,answered_count,abstained_count,missing_confidence_count,coverage,accuracy_answered,error_rate_answered,macro_f1_answered,prediction_counts_answered,confusion_answered
0.0,60,60,0,0,1.0,0.5166666666666667,0.4833333333333333,0.5112903225806451,"{'A': 17, 'B': 17, 'C': 16, 'D': 10}","{'A': {'A': 9, 'B': 1, 'C': 2, 'D': 3, 'unknown': 0}, 'B': {'A': 5, 'B': 7, 'C': 2, 'D': 1, 'unknown': 0}, 'C': {'A': 2, 'B': 2, 'C': 10, 'D': 1, 'unknown': 0}, 'D': {'A': 1, 'B': 7, 'C': 2, 'D': 5, 'unknown': 0}}"
0.1,60,60,0,0,1.0,0.5166666666666667,0.4833333333333333,0.5112903225806451,"{'A': 17, 'B': 17, 'C': 16, 'D': 10}","{'A': {'A': 9, 'B': 1, 'C': 2, 'D': 3, 'unknown': 0}, 'B': {'A': 5, 'B': 7, 'C': 2, 'D': 1, 'unknown': 0}, 'C': {'A': 2, 'B': 2, 'C': 10, 'D': 1, 'unknown': 0}, 'D': {'A': 1, 'B': 7, 'C': 2, 'D': 5, 'unknown': 0}}"
0.2,60,60,0,0,1.0,0.5166666666666667,0.4833333333333333,0.5112903225806451,"{'A': 17, 'B': 17, 'C': 16, 'D': 10}","{'A': {'A': 9, 'B': 1, 'C': 2, 'D': 3, 'unknown': 0}, 'B': {'A': 5, 'B': 7, 'C': 2, 'D': 1, 'unknown': 0}, 'C': {'A': 2, 'B': 2, 'C': 10, 'D': 1, 'unknown': 0}, 'D': {'A': 1, 'B': 7, 'C': 2, 'D': 5, 'unknown': 0}}"
0.3,60,59,1,0,0.9833333333333333,0.5254237288135594,0.47457627118644063,0.5189852150537634,"{'A': 17, 'B': 17, 'C': 16, 'D': 9}","{'A': {'A': 9, 'B': 1, 'C': 2, 'D': 3, 'unknown': 0}, 'B': {'A': 5, 'B': 7, 'C': 2, 'D': 0, 'unknown': 0}, 'C': {'A': 2, 'B': 2, 'C': 10, 'D': 1, 'unknown': 0}, 'D': {'A': 1, 'B': 7, 'C': 2, 'D': 5, 'unknown': 0}}"
0.4,60,26,34,0,0.43333333333333335,0.6153846153846154,0.3846153846153846,0.6004329004329004,"{'A': 5, 'B': 6, 'C': 8, 'D': 7}","{'A': {'A': 4, 'B': 0, 'C': 0, 'D': 3, 'unknown': 0}, 'B': {'A': 1, 'B': 2, 'C': 2, 'D': 0, 'unknown': 0}, 'C': {'A': 0, 'B': 1, 'C': 6, 'D': 0, 'unknown': 0}, 'D': {'A': 0, 'B': 3, 'C': 0, 'D': 4, 'unknown': 0}}"
0.5,60,23,37,0,0.38333333333333336,0.6521739130434783,0.34782608695652173,0.6439976689976691,"{'A': 5, 'B': 6, 'C': 6, 'D': 6}","{'A': {'A': 4, 'B': 0, 'C': 0, 'D': 2, 'unknown': 0}, 'B': {'A': 1, 'B': 2, 'C': 1, 'D': 0, 'unknown': 0}, 'C': {'A': 0, 'B': 1, 'C': 5, 'D': 0, 'unknown': 0}, 'D': {'A': 0, 'B': 3, 'C': 0, 'D': 4, 'unknown': 0}}"
0.6,60,23,37,0,0.38333333333333336,0.6521739130434783,0.34782608695652173,0.6439976689976691,"{'A': 5, 'B': 6, 'C': 6, 'D': 6}","{'A': {'A': 4, 'B': 0, 'C': 0, 'D': 2, 'unknown': 0}, 'B': {'A': 1, 'B': 2, 'C': 1, 'D': 0, 'unknown': 0}, 'C': {'A': 0, 'B': 1, 'C': 5, 'D': 0, 'unknown': 0}, 'D': {'A': 0, 'B': 3, 'C': 0, 'D': 4, 'unknown': 0}}"
0.7,60,18,42,0,0.3,0.6666666666666666,0.33333333333333337,0.6583333333333333,"{'A': 4, 'B': 4, 'C': 5, 'D': 5}","{'A': {'A': 3, 'B': 0, 'C': 0, 'D': 2, 'unknown': 0}, 'B': {'A': 1, 'B': 2, 'C': 1, 'D': 0, 'unknown': 0}, 'C': {'A': 0, 'B': 1, 'C': 4, 'D': 0, 'unknown': 0}, 'D': {'A': 0, 'B': 1, 'C': 0, 'D': 3, 'unknown': 0}}"
0.8,60,7,53,0,0.11666666666666667,0.8571428571428571,0.1428571428571429,0.65,"{'C': 2, 'A': 2, 'D': 3}","{'A': {'A': 2, 'B': 0, 'C': 0, 'D': 1, 'unknown': 0}, 'B': {'A': 0, 'B': 0, 'C': 0, 'D': 0, 'unknown': 0}, 'C': {'A': 0, 'B': 0, 'C': 2, 'D': 0, 'unknown': 0}, 'D': {'A': 0, 'B': 0, 'C': 0, 'D': 2, 'unknown': 0}}"
0.9,60,4,56,0,0.06666666666666667,1.0,0.0,0.75,"{'C': 1, 'A': 2, 'D': 1}","{'A': {'A': 2, 'B': 0, 'C': 0, 'D': 0, 'unknown': 0}, 'B': {'A': 0, 'B': 0, 'C': 0, 'D': 0, 'unknown': 0}, 'C': {'A': 0, 'B': 0, 'C': 1, 'D': 0, 'unknown': 0}, 'D': {'A': 0, 'B': 0, 'C': 0, 'D': 1, 'unknown': 0}}"
1.0,60,0,60,0,0.0,,,,{},"{'A': {'A': 0, 'B': 0, 'C': 0, 'D': 0, 'unknown': 0}, 'B': {'A': 0, 'B': 0, 'C': 0, 'D': 0, 'unknown': 0}, 'C': {'A': 0, 'B': 0, 'C': 0, 'D': 0, 'unknown': 0}, 'D': {'A': 0, 'B': 0, 'C': 0, 'D': 0, 'unknown': 0}}"
